"","date","Block","EC_Before","EC_After","EC","EC_Stress","PH_Before","PH_After","NO3","NO3_Supply","Cation","sweetness","Total","mean_temp","GDD","mean_Hum","mean_CO2","Cum_GDD"
"63",2017-08-09,"D",6.64,6.18,6.79,6,6.6,6.3,210,5,630,0,22.3,30.5,20.5,74,379,807.3
"64",2017-08-10,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.1,21.1,73.5,372,828.4
"65",2017-08-11,"D",7.06,5.38,6.7,12,6.5,6.4,180,6,490,8,12.4,30.65,20.65,71,379.5,849.05
"66",2017-08-12,"D",6.88,6.27,6.9,6,6.7,6.4,190,6,620,0,0,29.7,19.7,69.5,335.5,868.75
"67",2017-08-13,"D",6.88,6.44,6.73,5.1,6.6,6.3,200,6,590,0,0,29.25,19.25,67.5,342,888
"68",2017-08-14,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31.9,28.4,18.4,73.5,335,906.4
"69",2017-08-15,"D",8.03,5.84,6.77,14,6.6,6.3,140,6,520,0,0,28.6,18.6,85,345.5,925
"70",2017-08-16,"D",7.19,6.92,6.92,0,6.8,6.3,180,6,690,0,16.3,29.45,19.45,82,377.5,944.45
"71",2017-08-17,"D",6.93,6.6,7,4.3,6.7,6.4,200,6,640,0,0,29.65,19.65,80.5,385.5,964.1
"72",2017-08-18,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.8,29.7,19.7,80.5,383.5,983.8
"73",2017-08-19,"D",8,5.41,7.42,16,6.5,6.4,150,6,540,0,0,30.45,20.45,73,385.5,1004.25
"74",2017-08-20,"D",7.38,6.93,6.93,0,6.5,6.2,170,6,760,0,0,29.9,19.9,72,375,1024.15
"75",2017-08-21,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34.6,30.85,20.85,71,390,1045
"76",2017-08-22,"D",8.72,5.43,6.88,20,6.6,6.4,120,7,700,0,0,30.25,20.25,76.5,388,1065.25
"77",2017-08-23,"D",7.38,6.97,6.97,0,6.8,6.4,170,5,760,0,24.9,30.95,20.95,78,437,1086.2
"78",2017-08-24,"D",7.11,6.77,6.98,3.3,6.8,6.3,180,5,750,0,0,31,21,76,448.5,1107.2
"79",2017-08-25,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.3,31.5,21.5,75,400.5,1128.7
"80",2017-08-26,"D",9.04,5.78,7.09,17.4,6.6,6.3,110,5,490,0,0,28.15,18.15,75,394,1146.85
"81",2017-08-27,"D",7.52,7.04,7.13,0.9,6.9,6.4,150,4,700,0,0,28.45,18.45,67.5,361,1165.3
"82",2017-08-28,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19.5,28.55,18.55,78,374.5,1183.85
"83",2017-08-29,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30.4,20.4,74,417,1204.25
"84",2017-08-30,"D",7.46,7.16,7.16,0,6.9,6.3,100,2,690,0,6,29.65,19.65,76,365,1223.9
"85",2017-08-31,"D",7.65,6.75,7.33,6.9,6.8,6.4,96,2,680,0,0,28.8,18.8,64.5,339,1242.7
"86",2017-09-01,"D",7.6,6.78,7.44,7.8,6.8,6.3,110,1,790,0,7,22.4,12.4,71.5,316,1255.1
"87",2017-09-02,"D",7.54,6.72,7.4,8.5,6.7,6.4,94,1,820,0,0,26.1,16.1,68.5,312,1271.2
"88",2017-09-03,"D",7.71,6.93,7.54,7.1,6.7,6.4,91,1,710,0,0,26.8,16.8,67.5,311.5,1288
"89",2017-09-04,"D",7.63,7.02,7.35,6,6.7,6.4,97,1,730,7.5,3.9,24.05,14.05,72.5,333,1302.05
"90",2017-09-05,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.1,14.1,81,338.5,1316.15
"91",2017-09-06,"D",8.08,6.83,7.73,11.1,6.7,6.4,88,1,760,0,5.1,26.35,16.35,87,362,1332.5
"92",2017-09-07,"D",7.86,7.51,7.51,0,6.8,6.3,93,1,870,0,0,27.05,17.05,90,399,1349.55
"93",2017-09-08,"D",7.51,7.29,7.57,3,6.7,6.4,90,1,820,0,8.9,27.7,17.7,77,347.5,1367.25
"94",2017-09-09,"D",7.77,6.92,7.6,6.4,6.7,6.2,89,1,800,0,0,26.55,16.55,72,356.5,1383.8
"95",2017-09-10,"D",6.44,5.56,7.25,16,6.7,6.2,81,1,610,0,0,27.2,17.2,77.5,356.5,1401
"96",2017-09-11,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.3,26.2,16.2,81,355,1417.2
"97",2017-09-12,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.1,16.1,90,384.5,1433.3
"98",2017-09-13,"D",7.54,7.13,7.59,4.6,6.8,6.4,77,1,830,0,12,27.85,17.85,77.5,393.5,1451.15
"99",2017-09-14,"D",7.93,6.76,7.54,9.3,6.7,6.4,74,1,680,0,0,26.4,16.4,78,360,1467.55
"100",2017-09-15,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,56.6,23.35,13.35,76.5,328,1480.9
"101",2017-09-16,"D",8.52,6.4,7.64,13,6.7,6.3,65,0,830,0,0,23.5,13.5,91,271.5,1494.4
"102",2017-09-17,"D",7.92,7.67,7.67,0,6.9,6.4,77,0,1000,0,0,26.2,16.2,83,350.5,1510.6
"103",2017-09-18,"D",7.75,7.17,7.52,5.5,6.8,6.3,75,0,890,8.5,38.5,26.7,16.7,83,365.5,1527.3
"104",2017-09-19,"D",7,7,7.59,8.3,6.7,6.3,77,0,850,0,0,25.55,15.55,76.5,362.5,1542.85
"105",2017-09-20,"D",7.75,7.02,7.7,8,6.7,6.4,74,0,790,0,21,25.55,15.55,79,383.5,1558.4
"106",2017-09-21,"D",7.74,7.19,7.57,3.9,6.7,6.3,69,0,850,0,0,25.75,15.75,71,386,1574.15
"107",2017-09-22,"D",7.74,6.98,7.51,6.5,6.7,6.4,64,1,900,0,10.5,19.6,9.6,88.5,356.5,1583.75
"108",2017-09-23,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.75,14.75,84.5,365.5,1598.5
"109",2017-09-24,"D",8.13,7.25,7.61,3.1,6.8,6.4,80,0,940,0,0,25.05,15.05,79.5,371,1613.55
"110",2017-09-25,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.1,25,15,73,383.5,1628.55
"111",2017-09-26,"D",8.19,6.68,7.42,10,6.7,6.4,72,0,900,0,0,26.75,16.75,69,416,1645.3
"112",2017-09-27,"D",7.67,7.17,7.51,4.7,6.7,6.4,75,0,930,0,5.1,26.65,16.65,75.5,395,1661.95
"113",2017-09-28,"D",7.68,7.47,7.47,0,6.8,6.3,75,0,930,0,0,20.8,10.8,83.5,394.5,1672.75
"114",2017-09-29,"D",7.66,7.39,7.6,1.6,6.8,6.4,74,0,890,8,4.2,23.4,13.4,70,394.5,1686.15
"115",2017-09-30,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.4,13.4,66,369.5,1699.55
"116",2017-10-01,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.6,13.6,67.5,390.5,1713.15
"117",2017-10-02,"D",7.72,7.54,7.54,0,96.9,6.4,79,0,970,0,1.2,22.4,12.4,91,435.5,1725.55
"118",2017-10-03,"D",7.65,7.48,7.48,0,6.9,6.4,71,0,890,0,0,24.9,14.9,77.5,431,1740.45
"119",2017-10-04,"D",7.65,7.48,7.48,0,6.8,6.4,73,0,960,8.5,7,21.65,11.65,69.5,354,1752.1
"120",2017-10-05,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.75,12.75,70,393.5,1764.85
"121",2017-10-06,"D",7.61,7.5,7.5,0,6.9,6.4,76,0,940,0,5.9,20.2,10.2,89,364.5,1775.05
"122",2017-10-07,"D",7.56,7.38,7.38,0,6.9,6,77,0,920,0,0,24.6,14.6,82.5,428.5,1789.65
"123",2017-10-08,"D",7.56,7.47,7.47,0,6.7,6.4,74,0,920,0,4.9,26.35,16.35,75.5,449.5,1806
"124",2017-10-09,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,16.2,75.5,451,1822.2
"125",2017-10-10,"D",7.6,7.42,7.42,0,6.9,6.1,74,0,960,NA,NA,26.35,16.35,75,460,1838.55
"126",2017-10-11,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,16.5,73.5,458,1855.05
"127",2017-10-12,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.35,14.35,86,444,1869.4
"128",2017-10-13,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.55,12.55,83,392,1881.95
"129",2017-10-14,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,12.8,86.5,418.5,1894.75
"130",2017-10-15,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,12.5,91,399.5,1907.25
"131",2017-10-16,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,10.45,94.5,406.5,1917.7
