"","date","Block","EC_Before","EC_After","EC","EC_Stress","PH_Before","PH_After","NO3","NO3_Supply","Cation","sweetness","Total","mean_temp","GDD","mean_Hum","mean_CO2","Cum_GDD"
"84",2017-10-08,"C",6.94,6.8,6.8,0,6.6,6.3,180,3,460,1,4,25.45,15.45,76,585.5,1450.1
"85",2017-10-09,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,15.1,76,569.5,1465.2
"86",2017-10-10,"C",7.33,6.4,6.93,2,6.8,6.3,130,3,460,NA,NA,25.6,15.6,75.5,570,1480.8
"87",2017-10-11,"C",7.05,6.94,6.94,0,6.8,6.3,140,3,490,NA,NA,25.75,15.75,74,570,1496.55
"88",2017-10-12,"C",7.33,6.72,6.93,1.1,6.7,6.4,140,3,470,NA,NA,23.9,13.9,87,547,1510.45
"89",2017-10-13,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.05,12.05,83.5,495,1522.5
"90",2017-10-14,"C",7.91,6.64,7,1.9,6.7,6.3,120,2,450,NA,NA,22.5,12.5,87.5,517.5,1535
"91",2017-10-15,"C",7.32,7.19,7.19,0,6.8,6.2,130,2,500,0,8.25714285714286,22.25,12.25,94.5,522,1547.25
"92",2017-10-16,"C",7.27,7.19,7.19,0,6.6,6.4,130,2,490,NA,NA,20.25,10.25,98,518.5,1557.5
"93",2017-10-17,"C",7.3,7.3,7.3,0,6.7,6.3,140,1,480,NA,NA,19.8,9.8,97.5,500,1567.3
"94",2017-10-18,"C",7.37,7.26,7.32,0.2,6.6,6.2,140,2,470,NA,NA,22.55,12.55,77.5,495.5,1579.85
"95",2017-10-19,"C",7.4,6.98,7.24,1.7,6.5,6.3,130,2,470,NA,NA,21.35,11.35,90,436,1591.2
"96",2017-10-20,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,12.5,92.5,504,1603.7
"97",2017-10-21,"C",7.75,7.04,7.44,1.9,6.7,6.3,110,2,500,NA,NA,20.35,10.35,99,580,1614.05
"98",2017-10-22,"C",7.53,7.53,7.53,0,6.7,6.3,130,1,530,1.85714285714286,8.01428571428571,19.5,9.5,100,641,1623.55
"99",2017-10-23,"C",7.55,7.55,7.55,0,6.7,6.2,120,1,520,NA,NA,21.05,11.05,77,540,1634.6
"100",2017-10-24,"C",7.61,7.23,7.55,1.4,6.5,6.3,110,2,480,NA,NA,20.85,10.85,85,513.5,1645.45
"101",2017-10-25,"C",7.55,7.54,7.54,0,6.6,6.2,130,1,550,NA,NA,22.8,12.8,75.5,533,1658.25
"102",2017-10-26,"C",7.75,7.14,7.67,1.9,6.6,6.3,120,1,510,NA,NA,22,12,73,482.5,1670.25
"103",2017-10-27,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,14.8,69.5,521.5,1685.05
"104",2017-10-28,"C",8.38,7.16,7.55,1.3,6.6,6.3,99,2,570,NA,NA,21.45,11.45,89.5,503.5,1696.5
"105",2017-10-29,"C",7.78,7.48,7.48,0,6.6,6.3,120,1,590,3.07142857142857,3.48571428571429,19.7,9.7,99,530.5,1706.2
"106",2017-10-30,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,9.75,80,501,1715.95
"107",2017-10-31,"C",8.07,6.11,7.52,5.3,6.7,6.3,82,1,480,NA,NA,20.9,10.9,66.5,461.5,1726.85
"108",2017-11-01,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.05,11.05,63,481,1737.9
"109",2017-11-02,"C",7.73,6.19,7.45,5,6.7,6.3,95,1,550,NA,NA,19.4,9.4,77,487,1747.3
"110",2017-11-03,"C",7.74,7.44,7.63,0.6,6.9,6.3,110,1,620,NA,NA,17.8235970067591,7.82359700675907,91.2679957594104,499.969907294324,1755.12359700676
"111",2017-11-04,"C",7.94,7.44,7.61,0.6,6.6,6.3,99,1,680,NA,NA,16.7868219626635,6.78682196266349,100.999079010476,528.005777585915,1761.91041896942
"112",2017-11-05,"C",7.83,7.65,7.71,0.2,6.7,6.3,87,2,720,0,8.02857142857143,16.2226357371464,6.22263573714643,106.762432827914,566.689463395902,1768.13305470657
"113",2017-11-06,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0639991996411,6.06399919964106,109.127240286441,611.602817245415,1774.19705390621
"114",2017-11-07,"C",8.84,6.91,7.61,2.6,6.6,6.2,97,1,670,NA,NA,16.2438732195806,6.24387321958056,108.662684460777,658.327691655584,1780.44092712579
"115",2017-11-08,"C",8.03,7.88,7.88,0,6.6,6.2,100,0,760,NA,NA,16.6952186663981,6.69521866639811,105.937948425637,702.445939147538,1787.13614579219
"116",2017-11-09,"C",8.03,8.03,8.03,0,6.7,6.2,93,1,770,NA,NA,17.3509964095269,7.35099640952687,101.522215255739,739.539412242406,1794.48714220172
"117",2017-11-10,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1441673184,8.14416731840002,95.9846680258017,765.189963461318,1802.63130952012
"118",2017-11-11,"C",9,7.2,7.89,2.7,6.7,6.3,86,1,700,NA,NA,19.0076922624507,9.00769226245073,89.8944898105415,774.979445325404,1811.63900178257
"119",2017-11-12,"C",8.03,8.03,8.03,0,6.8,6.2,110,1,800,2.35714285714286,11.2714285714286,19.8745321111122,9.87453211111218,83.8208636846761,764.489710355794,1821.51353389368
"120",2017-11-13,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6776477338176,10.6776477338176,78.3329727229231,729.302611073616,1832.1911816275
"121",2017-11-14,"C",8.28,7.73,8.01,1,6.7,6.2,88,1,700,NA,NA,21.35,11.35,74,665,1843.5411816275
"122",2017-11-15,"C",8.03,8.03,8.03,0,6.7,6.2,95,0,790,NA,NA,20.85,10.85,72.5,559,1854.3911816275
"123",2017-11-16,"C",8.18,8.02,8.02,0,6.6,6.1,98,0,780,NA,NA,18.05,8.05,72.5,428.5,1862.4411816275
"124",2017-11-17,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.95,8.95,69,444,1871.3911816275
"125",2017-11-18,"C",8.85,7.38,8.11,2.8,6.7,6.2,82,0,720,NA,NA,14.9,4.9,96.5,490,1876.2911816275
"126",2017-11-19,"C",8.57,8.25,8.25,0,6.6,6.3,83,0,820,3.78571428571429,10.3857142857143,18.5,8.5,76,446.5,1884.7911816275
"127",2017-11-20,"C",8.87,8.17,8.17,0,6.5,6.3,80,0,840,NA,NA,15.8,5.8,93.5,420.5,1890.5911816275
"128",2017-11-21,"C",8.45,8.45,8.45,0,6.5,6.2,76,0,850,NA,NA,17.75,7.75,73,422.5,1898.3411816275
"129",2017-11-22,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95,5.95,89.5,437,1904.2911816275
"130",2017-11-23,"C",8.95,8.2,8.2,0,6.6,6.2,68,0,750,NA,NA,18.35,8.35,76,514.5,1912.6411816275
"131",2017-11-24,"C",8.28,8.28,8.28,0,6.6,6.3,72,0,810,NA,NA,17.7,7.7,70,468,1920.3411816275
"132",2017-11-25,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.15,8.15,71,468.5,1928.4911816275
"133",2017-11-26,"C",8.75,8,8.31,1.1,6.7,6.3,66,0,790,3.54285714285714,6.4,17.4,7.4,84.5,463.5,1935.8911816275
"134",2017-11-27,"C",8.51,8.41,8.41,0,6.5,6.2,77,0,840,10,12.7,20.2,10.2,72.5,545,1946.0911816275
